Stock,Year,Mean Return,Variance,Semi-Variance,Shortfall Probability,VaR (95%),TVaR (95%)
ISRG,2006,-0.00029754855343590547,0.0009331755580330605,0.0004298970201050174,0.524,-0.04421231819591827,-0.06987676455377402
ISRG,2007,0.005404073774672644,0.0010425918909208588,0.000161993773592216,0.452,-0.031454412088114336,-0.040663720338803826
ISRG,2008,-0.002633777726429653,0.0021683709924380247,0.0011033253730839219,0.5436507936507936,-0.07412972309514587,-0.11358955841387136
ISRG,2009,0.0038471779833475807,0.0011293051542735962,0.0002997164195352864,0.46613545816733065,-0.044448745537236656,-0.05605484271727372
ISRG,2010,-0.0004912229651182986,0.0004599740117784193,0.00019147031618771922,0.5378486055776892,-0.03426876508524496,-0.046853129160405405
ISRG,2011,0.002387651962447608,0.00045223871774387225,0.00012718199034894527,0.46613545816733065,-0.02492225494653799,-0.037126150116704
ISRG,2012,0.0002983540775972029,0.0002843703042382242,0.0001626875825663038,0.5020080321285141,-0.02218102021448387,-0.04158951153833685
ISRG,2013,-0.0007896418203638858,0.000469506174210486,0.00038330625058606517,0.5139442231075697,-0.027398600552344776,-0.05544618920945077
ISRG,2014,0.0015898707281364409,0.0005585982243087595,0.0002380208160166978,0.4940239043824701,-0.024531770955567245,-0.04631758809431999
ISRG,2015,0.00025307361632268265,0.00020252526283076272,6.527242633235673e-05,0.5139442231075697,-0.020651254595309865,-0.02651778931903974
ISRG,2016,0.0006740780581948585,0.00017486265446217328,0.00012266189324769338,0.41832669322709165,-0.022501477606444664,-0.03355435794773712
ISRG,2017,0.0022107437746247995,0.00014482789628363934,9.078482040269297e-05,0.4,-0.01572978779951534,-0.025017822748625303
ISRG,2018,0.0011952844576054366,0.00044097627088039037,0.0001885969921825714,0.456,-0.03463507457373931,-0.04532513631829846
ISRG,2019,0.0011013327786014294,0.00030720794501460584,0.0001833041611560966,0.40239043824701193,-0.031487399169948194,-0.04114102025739276
ISRG,2020,0.0016602877897808719,0.000826350117775379,0.0004980812420369415,0.4246031746031746,-0.04190394592115802,-0.06769929222416808
ISRG,2021,0.0013392561478577372,0.00030352559352530715,0.0001487747010372097,0.41434262948207173,-0.029600245100613265,-0.03724302226779389
ISRG,2022,-0.0008326514778860448,0.0007688997595902674,0.00038698193172888594,0.524,-0.04356931073945987,-0.06368324308583814
ISRG,2023,0.0011246282055461627,0.000331315293253706,0.000151730346143088,0.43373493975903615,-0.0269417393086133,-0.0391402885451558
ISRG,2024,0.002271357588726847,0.00029527276847825744,7.157852146837083e-05,0.4585152838427948,-0.020139059280643367,-0.027353288724162688
BA,1962,-0.0009382741309648396,0.0004998060468479322,0.00021864024934904034,0.4860557768924303,-0.032229506664580965,-0.04837881785041487
BA,1963,-3.6233318161173145e-05,0.00023050824058631233,7.71258175450164e-05,0.48,-0.02056742592531773,-0.03139733526670015
BA,1964,0.0025879494293089634,0.00018534740424136885,6.968756623626407e-05,0.38492063492063494,-0.020404569198184674,-0.02775183057645296
BA,1965,0.0027918324330499927,0.0003122522775938799,8.849848732587875e-05,0.46215139442231074,-0.02328350792453665,-0.031519777384796374
BA,1966,0.0003375814788796878,0.0008647635604337454,0.00032639099145686704,0.5338645418326693,-0.04901281453768169,-0.06098287273397677
BA,1967,0.001376510177538864,0.00036589687023444553,7.876249746546989e-05,0.504,-0.02715838875998105,-0.03210523050156666
BA,1968,-0.0017374422532835012,0.00031603663329242534,8.714008657709496e-05,0.5288888888888889,-0.02812492664338988,-0.03309347212344396
BA,1969,-0.002580166093626481,0.0003661390980909333,0.00014240793041534283,0.5542168674698795,-0.03024540178399864,-0.043542360573757925
BA,1970,-0.002395645566441349,0.0010565735988735494,0.0002451084989407311,0.5217391304347826,-0.04542098427599307,-0.06116870840071416
BA,1971,0.0013272275306954197,0.0008154489368276853,0.00023568650796322647,0.44047619047619047,-0.040982382943927795,-0.0550953766352515
BA,1972,0.0011565986365015405,0.0005377319256004039,0.00010769727010336571,0.472,-0.03121410602628837,-0.03902858593532528
BA,1973,-0.0025289055524497146,0.0009027709636296762,0.0002791989796372507,0.5258964143426295,-0.0489333171792285,-0.060349540335690954
BA,1974,0.0012576578332564817,0.0006044706216228948,0.00022137507796126592,0.43253968253968256,-0.03571403815747565,-0.04860149179626159
BA,1975,0.0019522432277337717,0.0006883350459913358,0.00023333455640130413,0.42063492063492064,-0.04097382342280157,-0.05244376841996136
BA,1976,0.0024971037940799707,0.00033110150032755953,0.00012372023730983396,0.373015873015873,-0.026822025679791632,-0.03572157069577386
BA,1977,0.0010725104492384093,0.00027927767253833755,9.555412417017539e-05,0.43824701195219123,-0.025974130204220125,-0.033224500856185536
BA,1978,0.004109138318118436,0.0005783402204612378,0.0001406792952673699,0.44621513944223107,-0.03320090075515153,-0.04001232491040474
BA,1979,0.0003917923815932576,0.0003754617758303766,0.00016276209602623002,0.4246031746031746,-0.033789656248159175,-0.04340408354786066
BA,1980,0.001464095213310153,0.0006457529842873771,0.00026002645613780933,0.4523809523809524,-0.04136817054596759,-0.052937317976222184
BA,1981,-0.002411084363817675,0.00036013790009025896,0.0001230326540203657,0.5198412698412699,-0.03113574880811779,-0.041117751548969954
BA,1982,0.001824993313823641,0.0006669773454583322,0.00020231316135061736,0.42063492063492064,-0.04002024910535421,-0.049570644522389254
BA,1983,0.0012235402767969954,0.00036017925251582007,0.00011331810688208362,0.4880952380952381,-0.024699808152526908,-0.03687864231306229
BA,1984,0.0011545199458423492,0.0003088018998725874,8.601602328814815e-05,0.49206349206349204,-0.023719467113119924,-0.03128427578936875
BA,1985,0.0015999606549988088,0.00026835079019670195,7.337659048875063e-05,0.44621513944223107,-0.023811029744637224,-0.02895528394792972
BA,1986,3.570919456557018e-05,0.0002828223541577134,9.997689298180812e-05,0.47619047619047616,-0.026436498141600838,-0.03579149654689663
BA,1987,-0.0011480884225078206,0.00042691530121340626,0.00020753623433507841,0.5079365079365079,-0.026947166745775304,-0.045059499555425056
BA,1988,0.001888812459736027,0.000223370919723998,8.940801932868886e-05,0.43253968253968256,-0.021183886752236054,-0.02973245782778451
BA,1989,0.0017252872920588888,0.000251745196273949,0.00010260475031061946,0.46215139442231074,-0.02325955195350332,-0.03302755231803363
BA,1990,0.0006159908355621906,0.00042727830786592195,0.0002156170109089134,0.45634920634920634,-0.03066572571159725,-0.04794361871280218
BA,1991,0.00040307561562239396,0.00031338978219304944,0.00015908287327447542,0.45634920634920634,-0.024620513548020983,-0.040045127464840194
BA,1992,-0.0005395540812885096,0.00021381625919774725,7.13641793816249e-05,0.4980237154150198,-0.022911725955204208,-0.029938665615054445
BA,1993,0.000442560523385066,0.00019264974396062884,5.703160730242839e-05,0.44841269841269843,-0.019063940791070145,-0.025887297301324365
BA,1994,0.0003672833911617785,0.00014189315236273666,4.6184245707807186e-05,0.4302788844621514,-0.019152742843454307,-0.02382671615280888
BA,1995,0.0021786553898661344,0.00023819389447830708,5.9119629111069175e-05,0.43824701195219123,-0.020623488452441052,-0.026656675310304186
BA,1996,0.0012459642420068538,0.0002185038615007024,6.644420953858065e-05,0.4624505928853755,-0.02143902015173742,-0.02743029855128259
BA,1997,-1.532578806126517e-05,0.00044180169767266413,0.00024198915974641698,0.49603174603174605,-0.0291295660860878,-0.04856649007921798
BA,1998,-0.0012475415619885408,0.000708413493848214,0.0004755385617774947,0.49800796812749004,-0.035655308819081855,-0.0637943229041567
BA,1999,0.0011575406116926404,0.0004927852498548155,0.00015462784544779815,0.4701195219123506,-0.031618034061333566,-0.04226632967515233
BA,2000,0.0023302943242661353,0.000709090001330508,0.00024117855747252725,0.4701195219123506,-0.03978417266187051,-0.0514255008766159
BA,2001,-0.0015285276046405007,0.0007200364016540287,0.0005263224727371407,0.4979757085020243,-0.03972391640462438,-0.06933315245426783
BA,2002,-0.0002694935570390782,0.0006094211146477983,0.00022913505299345437,0.5139442231075697,-0.03761208653260073,-0.0531823219018978
BA,2003,0.0010320676271887406,0.00032740398786719347,0.00011567968825357111,0.4820717131474104,-0.027704275416287727,-0.035839605350339414
BA,2004,0.0009157043985630084,0.00016322703055209886,5.315879340784861e-05,0.49800796812749004,-0.01955091290514349,-0.024015259365863444
BA,2005,0.00137010146596831,0.00018524439567376328,4.449500947831572e-05,0.4820717131474104,-0.01883693166865391,-0.022587644600800393
BA,2006,0.001031016886880899,0.00020654637936478855,6.669031490218117e-05,0.456,-0.02001328315039136,-0.027801465182228455
BA,2007,4.4424129183116e-06,0.00016411236392518554,7.637651408002023e-05,0.488,-0.020907946048777458,-0.02947062072301611
BA,2008,-0.002351497218188095,0.0009204121439358791,0.000391777427208389,0.5238095238095238,-0.05307408412253959,-0.0662020910989471
BA,2009,0.001023928603390465,0.0006231139563238876,0.00025139462644906883,0.5059760956175299,-0.039329150560666104,-0.053065948519634934
BA,2010,0.0007728184437799236,0.000353925041314718,0.0001340583276026866,0.5099601593625498,-0.027049499679188183,-0.0393167603383137
BA,2011,0.0005829442333994397,0.00037203870145880363,0.00020409939840355059,0.43824701195219123,-0.03185562238924383,-0.045042717150148084
BA,2012,0.0001304518896530509,0.00013945387213889896,5.5050729607910644e-05,0.5100401606425703,-0.017179211894030776,-0.025532720669960894
BA,2013,0.0023679424617906535,0.0001777458498495494,6.482828361763858e-05,0.4262948207171315,-0.020162598402296172,-0.026394115363579794
BA,2014,-0.00012532790961729075,0.00014898687357412204,8.227998199563536e-05,0.4701195219123506,-0.021135193822495568,-0.029084924934259744
BA,2015,0.0005189135955850176,0.00018823464948994735,7.429444516068784e-05,0.5059760956175299,-0.019220175338395262,-0.029163481220273516
BA,2016,0.0005243899535483183,0.00022901357401844792,0.00017556587930129988,0.44621513944223107,-0.022460220714132006,-0.03903333434866797
BA,2017,0.002587238680727714,0.00012626251966429616,3.070678370675301e-05,0.388,-0.012222588169209141,-0.01736520026733967
BA,2018,0.0005281761470645194,0.00039415926563819513,0.00017089482623751942,0.512,-0.030752434177182545,-0.04386939123718589
BA,2019,0.00019069380063918605,0.00033399807517041537,0.00016042933629167224,0.50199203187251,-0.029582283635730622,-0.04388728210390761
BA,2020,-0.0002380284234860288,0.0030441631312920665,0.0014937633404151778,0.5317460317460317,-0.06244541548311538,-0.1280711285059168
BA,2021,0.000220799837989688,0.0005029066906995012,0.00014952672332650335,0.5537848605577689,-0.0332824413541673,-0.044248092486082156
BA,2022,8.54906422487347e-05,0.0008676213575343131,0.00043697179199947655,0.492,-0.049350365421911714,-0.06599788921014878
BA,2023,0.0013031793884859513,0.0002921096772512795,0.00012711929620725797,0.4538152610441767,-0.02531046022343155,-0.03643489918147152
BA,2024,-0.0019483163553862582,0.0004794298002988868,0.00026295695580345543,0.5458515283842795,-0.034280800200931605,-0.055703551173128425
MDB,2017,-0.0012065456792804345,0.0007668867277798257,0.0002097046067048644,0.5714285714285714,-0.04123334915526937,-0.04815479642797001
MDB,2018,0.004868152391378713,0.0013236587942491744,0.0005006081457947099,0.444,-0.05656141081160949,-0.07321949614750785
MDB,2019,0.002694703846184949,0.0014511249481672522,0.0005852968193863574,0.44223107569721115,-0.05564492182102787,-0.07741879423514454
MDB,2020,0.004680308344515844,0.00155096851949621,0.0007874969065651383,0.4365079365079365,-0.057721263686870215,-0.08830212983630596
MDB,2021,0.002373068622100671,0.0015186916748923447,0.00044672815494189853,0.47410358565737054,-0.05674499008526512,-0.06763972882430289
MDB,2022,-0.0019837699098142875,0.003295649270117808,0.0012656651106281206,0.552,-0.07963063069762806,-0.11776583732626052
MDB,2023,0.003741039788044312,0.0014001179230280717,0.00050189133429395,0.46987951807228917,-0.054965156383687486,-0.07288322707873343
MDB,2024,-0.00011909753404413044,0.0012009226873386477,0.0006455756946413026,0.519650655021834,-0.04548294101997472,-0.07201301530643596
MDT,1973,0.0009439500891291144,0.0008767652242838821,0.00041191194615550723,0.42857142857142855,-0.055641815821057004,-0.06434285071793494
MDT,1974,-0.0019113834154219664,0.001775249152488882,0.0014064569817433138,0.4126984126984127,-0.057089444524489975,-0.10331909235663998
MDT,1975,0.0004828555583778328,0.0007329971653229006,0.0003937918198905082,0.38095238095238093,-0.04044859943156794,-0.06184087990079815
MDT,1976,-0.00011222571948468939,0.0009153865554185278,0.0005590021408167264,0.4087301587301587,-0.04474611696470298,-0.07297584975228973
MDT,1977,-0.0005247809864915151,0.0005425912879875551,0.0005143605463212652,0.3107569721115538,-0.03656473460805887,-0.056591756783648126
MDT,1978,0.002499348438321598,0.000825314179310273,0.0003996968568640357,0.4262948207171315,-0.04545495304602537,-0.06496588043762373
MDT,1979,0.003291449153635685,0.00035293296447138473,0.00012731866536802388,0.4126984126984127,-0.027117976460744434,-0.037996287648114024
MDT,1980,0.0011857296284968578,0.0005326758243743503,0.00025527452104985956,0.44841269841269843,-0.0345287309470987,-0.053154760727649054
MDT,1981,-6.509960373268565e-05,0.0004916644040278591,0.00022952975767050592,0.45634920634920634,-0.035677524893646326,-0.05060888108692208
MDT,1982,0.0015802116695943168,0.000581723703467336,0.0002624896208477546,0.4365079365079365,-0.034699572418658585,-0.051902885971563964
MDT,1983,-0.0008188574233336023,0.0004358826165275088,0.00016678678538686152,0.5198412698412699,-0.02962619963522102,-0.04513541266351358
MDT,1984,-0.0015466184588040857,0.000583864096695541,0.0004666733694001228,0.44047619047619047,-0.03204375997724439,-0.0619980293605302
MDT,1985,0.0020233561998357916,0.00024345098841078183,0.000134191249023905,0.38247011952191234,-0.0206993241565388,-0.03499914242581937
MDT,1986,0.002430390135030119,0.00029319161765303277,0.00011255010873142756,0.4007936507936508,-0.023788573471221743,-0.03451357571143922
MDT,1987,0.0009359083164465218,0.00036777661416762604,0.00018387653367043038,0.4722222222222222,-0.02250788189182208,-0.04231595391964371
MDT,1988,-0.0007229458648839224,0.00019824796168655293,0.00010576804444597416,0.45634920634920634,-0.02427949343163143,-0.034464742743802616
MDT,1989,0.0021740716143069387,0.0001850525087605164,0.00010265542462747314,0.3784860557768924,-0.017711780275857847,-0.028705697889337183
MDT,1990,0.0012252852834951525,0.0002666198515856441,0.00010474677495178872,0.44841269841269843,-0.023081897360638537,-0.034201823753669106
MDT,1991,0.003377311086023066,0.00036819859995476905,0.00010032885730750895,0.42063492063492064,-0.025675978262072678,-0.03360703957996853
MDT,1992,0.0002937753904028478,0.00040073310734802447,0.0001348877084991817,0.5019762845849802,-0.0321247124356403,-0.03914903905446762
MDT,1993,-0.00025228108029449076,0.0006342861669668943,0.0002943056635558223,0.4722222222222222,-0.034203809550459825,-0.057924531528060604
MDT,1994,0.0013149899490982606,0.00024886666118247757,9.341766323652969e-05,0.42231075697211157,-0.021130908784412206,-0.031777084349328695
MDT,1995,0.003084006461293593,0.0003104013305760866,0.00011170990975973262,0.4302788844621514,-0.02402717575732133,-0.03394248647147131
MDT,1996,0.0012859623313897668,0.0004574603472877271,0.0001172453956006704,0.4901185770750988,-0.029526398297162394,-0.03684258363628856
MDT,1997,0.0019829254037670974,0.00044670132128233454,0.0001531975198019043,0.46825396825396826,-0.0258590080594716,-0.038781368508411414
MDT,1998,0.0018761204165054922,0.0006098822249458402,0.00024166612678374163,0.47808764940239046,-0.028029889478991876,-0.04961670808426576
MDT,1999,0.00029789446867856914,0.0006209711032980712,0.00019189267739663625,0.4541832669322709,-0.037683265090476814,-0.04877874635587532
MDT,2000,0.0026130201926772346,0.0007098115004488656,0.0002642671126747438,0.42231075697211157,-0.040087991718426474,-0.05468180826557355
MDT,2001,-0.0003735274250230547,0.00046846760138840926,0.00021779562529748226,0.47368421052631576,-0.03831520009935547,-0.04931154737502999
MDT,2002,-0.00019418486032403298,0.00034632393395052634,0.00013939579403763594,0.5059760956175299,-0.027893288856937093,-0.03873349177578781
MDT,2003,0.0002503908730883016,0.0001782782708380321,8.114502146331955e-05,0.46215139442231074,-0.021356168712754753,-0.0299933538009062
MDT,2004,0.0001956146099967627,0.00018633808253081663,0.00011997999346387566,0.50199203187251,-0.017606401010200445,-0.030535599483422805
MDT,2005,0.0006526374317867968,9.087623447446163e-05,2.373586968982762e-05,0.4940239043824701,-0.014138048134957837,-0.016812693616512806
MDT,2006,-0.0002102695385990434,0.00020006252122676082,0.00014766980441537,0.544,-0.01483763251472266,-0.029148444214445103
MDT,2007,-8.756744910829051e-05,0.00018025169941153903,0.000136155643096479,0.492,-0.016619027619459742,-0.029936188607087022
MDT,2008,-0.0015344336373252895,0.0005335690931593415,0.0003078950774985156,0.5396825396825397,-0.034687772043815526,-0.057932244596594004
MDT,2009,0.001391430626868354,0.0003987798784563421,0.00021519853716509273,0.4541832669322709,-0.030144344789228172,-0.04652201500628475
MDT,2010,-0.0005625990404596202,0.00021482665248705667,0.00014601944986144142,0.5179282868525896,-0.021367922127276784,-0.034937063670858255
MDT,2011,0.00024231739391354618,0.00030735137909392913,0.00015881132165061063,0.4262948207171315,-0.028555217146720213,-0.04084190349064058
MDT,2012,0.0002993986369479126,0.00012969515801821335,4.4513757996316077e-05,0.4939759036144578,-0.01905154124447428,-0.023297157571084935
MDT,2013,0.0013054144909522675,9.9498929136194e-05,3.641798259638411e-05,0.4342629482071713,-0.016193530948920842,-0.01959674674581443
MDT,2014,0.0009918162112884975,0.00013360517202061408,5.213762246209758e-05,0.46215139442231074,-0.0178047710414605,-0.023763665916151807
MDT,2015,0.0003539949184741606,0.00016863947001690948,6.914510403184151e-05,0.4820717131474104,-0.021997236828761146,-0.027750982611582257
MDT,2016,-0.00016936158449371795,0.00015220749537758326,0.00011675770246070354,0.46215139442231074,-0.016958770110318766,-0.03123901410744632
MDT,2017,0.0005824797632766061,9.17487426540221e-05,4.325313245203911e-05,0.492,-0.014994939398740713,-0.021850283396509296
MDT,2018,0.0004828981052330139,0.0001573543943127317,7.0691682648425e-05,0.464,-0.02052156300335879,-0.027008023424252126
MDT,2019,0.0010695779117182234,0.00010643862955585688,7.568158287056064e-05,0.4063745019920319,-0.01715908986438136,-0.02425255001463878
MDT,2020,0.0004252650159002058,0.000674789395213381,0.00036508350269284735,0.503968253968254,-0.037993175174633506,-0.06165540296106541
MDT,2021,-0.00037039065758646446,0.00017223752637312523,0.00010329074397065885,0.47808764940239046,-0.02204035931693854,-0.03273009240685021
MDT,2022,-0.0011176212606275832,0.00025258791958399676,0.0001326140475896153,0.508,-0.025925150770408766,-0.03849127754646335
MDT,2023,0.0002984168539862841,0.00018541038451214177,8.426592758069684e-05,0.5100401606425703,-0.022334963707851152,-0.030672197168369768
MDT,2024,0.00024078484810583005,0.00012758773485772098,6.0132715550614515e-05,0.44541484716157204,-0.018464197356717893,-0.024405699998481422
V,2008,0.0003654150510376756,0.0014953766539063358,0.0005090605870701512,0.5276381909547738,-0.05765203018194955,-0.07854166708224927
V,2009,0.002285155683581179,0.0006467035122549268,0.00026212731883182197,0.450199203187251,-0.03667304626289636,-0.050256369573765294
V,2010,-0.0006832530682170043,0.00041812399679201444,0.000303362415236865,0.49800796812749004,-0.03238816994960586,-0.054415587780914584
V,2011,0.0016484639400651372,0.0004008950644295622,0.00011385039883540622,0.47410358565737054,-0.027122641623574306,-0.03598892970511681
V,2012,0.0016400222542807584,0.00017450069699377846,5.609672970382719e-05,0.46184738955823296,-0.019410568255887894,-0.02468863492775123
V,2013,0.001524364616182035,0.0001795130113850229,8.503122742635977e-05,0.43824701195219123,-0.01653156827918284,-0.027158636858565052
V,2014,0.0007695885298538048,0.00017989518642047602,7.44436480844467e-05,0.47808764940239046,-0.020499501210571702,-0.027909032225830743
V,2015,0.0007236042480400794,0.0001936441013799309,7.908220453573076e-05,0.4900398406374502,-0.020175198251671855,-0.029415165903506995
V,2016,0.00021031561762675064,0.00018101606103426276,8.971984126537516e-05,0.46613545816733065,-0.022243113006607862,-0.03018559606473879
V,2017,0.0014763557015663351,6.60547834530936e-05,3.491406408655239e-05,0.4,-0.011958121612386723,-0.017750277593181246
V,2018,0.0006937394010212356,0.0002547640628281106,0.00013725436328949618,0.428,-0.028408808336943935,-0.03696004696901926
V,2019,0.0014444190334788236,0.00012891949603565959,7.203148598581348e-05,0.4063745019920319,-0.017222123742810402,-0.026487225939554045
V,2020,0.0008961988329202078,0.000725422530484898,0.00041621024840575997,0.4444444444444444,-0.0438096693645013,-0.06305974346736344
V,2021,9.67089084898856e-05,0.00023138143390956243,0.00012919199583172369,0.49800796812749004,-0.025848923144193903,-0.03638900674019395
V,2022,-6.664879883235742e-05,0.000381178737545432,0.0001321101653752157,0.504,-0.03330670475921614,-0.03897272140631273
V,2023,0.000961743743854282,9.64715641426147e-05,3.530871254638195e-05,0.4578313253012048,-0.01405932027793757,-0.019129361408566907
V,2024,0.0009110736138921111,0.00011588570478702436,7.271960443661174e-05,0.40611353711790393,-0.01419529748450945,-0.024366031303337782
MO,1962,-0.0014543421006778276,0.00024002515747195151,0.00015544924933417236,0.4940239043824701,-0.024201079628567213,-0.03808537491773785
MO,1963,5.0448240235716034e-05,0.00015578317435843228,6.05045113163906e-05,0.456,-0.019360763456640572,-0.0249630176351491
MO,1964,2.6970010611369426e-05,8.131587933481861e-05,3.411714515550241e-05,0.44047619047619047,-0.013319691251897432,-0.0193270210912378
MO,1965,0.0007470574523306703,8.206166908248134e-05,2.1432126135668846e-05,0.43824701195219123,-0.011785326407884378,-0.015724282993175544
MO,1966,0.000709625164592009,0.0002849889064121508,8.935762953883719e-05,0.42231075697211157,-0.02195392466671442,-0.032906943157800704
MO,1967,0.0012709773336791624,0.0003324648625677347,9.326306528061359e-05,0.456,-0.027544580958558183,-0.03295934977780438
MO,1968,0.001701817991623272,0.00022280625201320697,6.017536123343195e-05,0.44,-0.022126926810464884,-0.0268416540866729
MO,1969,0.0005164976168884803,0.0002708268934488629,6.906495170391746e-05,0.4457831325301205,-0.022405616514743088,-0.03032398632715446
MO,1970,0.0014072570594137552,0.0002960482796403305,0.000146426391319735,0.43478260869565216,-0.025266219284917058,-0.03743431293153823
MO,1971,0.0015353284845590184,0.00021146097619925504,7.397506509739822e-05,0.42857142857142855,-0.020425753982661533,-0.02803768131757449
MO,1972,0.0021688262584405923,0.000225443067222267,0.00010867073716961806,0.364,-0.021854698248570267,-0.03168493880582952
MO,1973,-3.840622592584235e-05,0.0003473839982453658,0.00014057344281401558,0.50199203187251,-0.031129184319703074,-0.04030140694973472
